Time_point,Block,Plot,Block_Plot,Herb_TRT,Nutrient_Trt,Disturbance_Trt,Acanthastrea_spp,Acropora_spp,CCA,Fungiid,Montipora_spp,Pavona,Phymastraea,Pocillopora_spp,Porites_spp,Rubble,Turf_Bare_Encrusting_Algae,Unknown_encrusting_coral,Sand,Asparagopsis,Millepora,Foliose_Lobophora,Acanthophora,Caulerpa_spp.,Microdictyon,Cyanobacteria,Halimeda_spp,Pachyseris,Sponge,Hypnea,Jania_spp,Long_turf,Dictyota_spp.,Colpomenia,Padina,Unknown_macroalgae,Gibsmithia,Sargassum,Turbinaria,Tridacna,Leptoseris,Lobophyla,Leptastrea,Psammocora,Valonia_spp.,Galaxaura_spp.,Grateloupia,Amphiroa_spp,Gelidiella_spp.,Chlorodesmis,Soft_coral,Phyllodictyon,Anemone,Spatoglossum,Amansia,Hydroclathrus,Cladophoropsis
0,A,3,A3,3X3,Enriched,Disturbed,0,0,15.609756097560975,0,7.804878048780488,0,0,0,0.975609756097561,8.292682926829269,65.3658536585366,0.4878048780487805,5.853658536585367,0,0,1.4634146341463417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,A,3,A3,Open,Enriched,Disturbed,0,0,29.326923076923077,0,2.8846153846153846,0,0,0,0,8.173076923076923,57.692307692307686,0,0.9615384615384616,0,0,1.9230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,A,4,A4,1X1,Ambient,Disturbed,0,0,18.30985915492958,0,0,0.4694835680751174,0,0,0,15.492957746478872,64.7887323943662,0,0.4694835680751174,0.9389671361502347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,A,4,A4,2X2,Ambient,Disturbed,0,0,18.75,0,8.653846153846153,0.4807692307692308,0.9615384615384616,0,0.9615384615384616,13.942307692307693,53.84615384615385,0.4807692307692308,0.9615384615384616,0.9615384615384616,0,0,0.9615384615384616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,A,4,A4,3X3,Ambient,Disturbed,0,0,12.093023255813954,0,18.13953488372093,0,0,0,0.46511627906976744,6.511627906976744,61.395348837209305,1.3953488372093024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,A,4,A4,Open,Ambient,Disturbed,0,0,10.734463276836157,0,0.5649717514124294,0,0,0,0,20.903954802259886,63.84180790960452,0,1.1299435028248588,3.389830508474576,0,0.5649717514124294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,1,B1,1X1,Enriched,Disturbed,0,0,8.415841584158416,0,17.326732673267326,1.4851485148514851,0,0,0,15.841584158415841,54.95049504950495,1.9801980198019802,0.49504950495049505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,1,B1,2X2,Enriched,Disturbed,0,0,16.43835616438356,0,3.65296803652968,0,0,0,0,14.61187214611872,64.84018264840182,0,0.91324200913242,0,0,0,0,0.45662100456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,1,B1,3X3,Enriched,Disturbed,0,0.4807692307692308,5.288461538461538,0,11.538461538461538,0,0,0,0.9615384615384616,6.25,75,0.4807692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,1,B1,Open,Enriched,Disturbed,0,0,7.906976744186046,0,18.13953488372093,0.46511627906976744,0,0,0,15.348837209302326,57.674418604651166,0.46511627906976744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,2,B2,1X1,Ambient,Disturbed,0,0,17.889908256880734,0,2.7522935779816518,0,0,0,0,13.761467889908257,65.59633027522935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,2,B2,2X2,Ambient,Disturbed,0,0,16.751269035532996,0,2.5380710659898478,0,0,0,0,8.121827411167512,72.58883248730965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,2,B2,3X3,Ambient,Disturbed,0,0,7.000000000000001,0,17,1,0,0.5,0,9,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,2,B2,Open,Ambient,Disturbed,0,0,19.25133689839572,0,2.13903743315508,0,0,0,0,8.55614973262032,70.05347593582889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,3,B3,1X1,Enriched,Intact,0,2.4875621890547266,12.935323383084576,0,13.930348258706468,2.9850746268656714,0.4975124378109453,31.8407960199005,0.4975124378109453,1.9900497512437811,30.845771144278604,1.4925373134328357,0,0,0,0.4975124378109453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,3,B3,2X2,Enriched,Intact,0,5.714285714285714,4.285714285714286,0,21.904761904761905,2.380952380952381,0.4761904761904762,31.428571428571427,3.8095238095238098,1.4285714285714286,27.142857142857142,1.4285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,3,B3,3X3,Enriched,Intact,0,1.9704433497536946,6.403940886699508,0,17.733990147783253,2.4630541871921183,0.9852216748768473,29.55665024630542,3.4482758620689653,5.41871921182266,31.03448275862069,0.9852216748768473,0.9852216748768473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,3,B3,Open,Enriched,Intact,0,1.5544041450777202,5.181347150259067,0,17.098445595854923,5.699481865284974,1.0362694300518136,26.94300518134715,2.072538860103627,4.66321243523316,32.64248704663213,0.5181347150259068,0,2.5906735751295336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,4,B4,1X1,Ambient,Intact,0,2.1164021164021163,4.232804232804233,0,15.343915343915343,2.6455026455026456,0,27.513227513227513,2.6455026455026456,6.349206349206349,37.56613756613756,1.5873015873015872,0.5291005291005291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,4,B4,2X2,Ambient,Intact,0,7.8817733990147785,2.4630541871921183,0,11.330049261083744,1.477832512315271,0.9852216748768473,34.97536945812808,0.9852216748768473,3.9408866995073892,33.497536945812804,1.9704433497536946,0.49261083743842365,0,0,0.49261083743842365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,4,B4,3X3,Ambient,Intact,0.49261083743842365,6.896551724137931,4.433497536945813,0,17.733990147783253,1.9704433497536946,1.9704433497536946,32.01970443349754,1.9704433497536946,0.49261083743842365,31.03448275862069,0,0.49261083743842365,0.49261083743842365,0,0,0,0,0.49261083743842365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,B,4,B4,Open,Ambient,Intact,0,0,7.0754716981132075,0,20.28301886792453,1.8867924528301887,0,42.924528301886795,2.358490566037736,2.358490566037736,22.641509433962266,0.4716981132075472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,1,C1,1X1,Ambient,Intact,0,0,8.450704225352112,0,19.248826291079812,0.9389671361502347,0.9389671361502347,30.51643192488263,0.9389671361502347,4.694835680751173,32.3943661971831,0.9389671361502347,0.4694835680751174,0,0,0.4694835680751174,0,0,0,0.4694835680751174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,1,C1,2X2,Ambient,Intact,0,8.133971291866029,4.30622009569378,0,6.220095693779904,1.4354066985645932,0,35.88516746411483,3.349282296650718,0.9569377990430622,37.79904306220095,1.4354066985645932,2.3923444976076556,0,0,0,0,0,0,0,0.4784688995215311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,1,C1,3X3,Ambient,Intact,0,5.392156862745098,3.9215686274509802,0.49019607843137253,14.215686274509803,1.4705882352941175,0.49019607843137253,33.33333333333333,1.4705882352941175,3.9215686274509802,33.82352941176471,0.49019607843137253,0.49019607843137253,0,0,0.9803921568627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,1,C1,Open,Ambient,Intact,0.4807692307692308,0,9.134615384615383,0,17.307692307692307,1.4423076923076923,0.4807692307692308,39.42307692307692,2.8846153846153846,3.3653846153846154,20.673076923076923,1.9230769230769231,1.4423076923076923,0,0,0.9615384615384616,0,0,0,0,1.9230769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,2,C2,1X1,Ambient,Disturbed,0,0,15.137614678899084,0,1.834862385321101,0,0,0,0,6.8807339449541285,74.77064220183486,1.3761467889908259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,2,C2,2X2,Ambient,Disturbed,0,0,8.558558558558559,0,7.207207207207207,0,0,0,0,13.513513513513514,69.81981981981981,0.45045045045045046,0,0,0,0.45045045045045046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,2,C2,3X3,Ambient,Disturbed,0,0,21.962616822429908,0,1.4018691588785046,0,0,0,0,16.355140186915886,58.87850467289719,0.9345794392523363,0.9345794392523363,0,0,0.46728971962616817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,2,C2,Open,Ambient,Disturbed,0,0,14.009661835748794,0,12.560386473429952,0.966183574879227,0,0.4830917874396135,0.4830917874396135,10.628019323671497,59.90338164251207,0.4830917874396135,0,0,0,0,0,0,0,0,0.4830917874396135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,3,C3,1X1,Enriched,Intact,0,1.9138755980861244,4.784688995215311,0,21.052631578947366,2.3923444976076556,1.9138755980861244,33.014354066985646,2.3923444976076556,0,30.14354066985646,2.3923444976076556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,3,C3,2X2,Enriched,Intact,0.4761904761904762,3.8095238095238098,6.190476190476191,0,17.61904761904762,3.8095238095238098,1.4285714285714286,22.380952380952383,0,3.8095238095238098,39.04761904761905,0.9523809523809524,0,0,0,0.4761904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,3,C3,3X3,Enriched,Intact,0,0,2.7522935779816518,0,21.100917431192663,1.834862385321101,0,35.321100917431195,2.7522935779816518,3.211009174311927,31.65137614678899,1.3761467889908259,0.45871559633027525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,3,C3,Open,Enriched,Intact,0,10.16042780748663,3.2085561497326207,0,19.25133689839572,3.7433155080213902,0.53475935828877,22.994652406417114,2.6737967914438503,3.7433155080213902,30.481283422459892,1.06951871657754,0,0,1.06951871657754,0.53475935828877,0,0,0,0,0.53475935828877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,4,C4,1X1,Enriched,Disturbed,0,0,16.06217616580311,0,1.5544041450777202,0.5181347150259068,0,0,0,6.7357512953367875,74.61139896373057,0.5181347150259068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,4,C4,2X2,Enriched,Disturbed,0,0,24.137931034482758,0,3.4482758620689653,0.9852216748768473,0,0,0,10.344827586206897,60.09852216748769,0.9852216748768473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,4,C4,3X3,Enriched,Disturbed,0,0,11.483253588516746,0,1.9138755980861244,0,0,0,0,15.789473684210526,70.81339712918661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,C,4,C4,Open,Enriched,Disturbed,0,0,16.582914572864322,0,0.5025125628140703,0.5025125628140703,0,0,0,16.08040201005025,65.82914572864321,0,0,0,0,0.5025125628140703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,1,D1,1X1,Ambient,Disturbed,0,0,9.174311926605505,0,7.79816513761468,0,0.45871559633027525,0,0,9.63302752293578,72.93577981651376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,1,D1,2X2,Ambient,Disturbed,0,0,5.392156862745098,0,1.9607843137254901,0,0,0,0.49019607843137253,14.705882352941178,76.9607843137255,0.49019607843137253,0.49019607843137253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,1,D1,3X3,Ambient,Disturbed,0,0,6.403940886699508,0,10.344827586206897,0,0,0,0,13.793103448275861,67.98029556650246,0.49261083743842365,1.9704433497536946,0,0,0.9852216748768473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,1,D1,Open,Ambient,Disturbed,0,0,13.658536585365855,0,8.292682926829269,0.4878048780487805,0,0,0,4.390243902439024,73.17073170731707,0,0.975609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,2,D2,1X1,Ambient,Intact,0.4524886877828055,8.597285067873303,5.429864253393665,0,13.574660633484163,0,0,29.86425339366516,0.4524886877828055,0.904977375565611,39.366515837104075,0.4524886877828055,0.4524886877828055,0,0,0,0,0,0,0,0.904977375565611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,2,D2,2X2,Ambient,Intact,0,5.909090909090909,6.363636363636363,0,15.454545454545453,1.3636363636363635,0,27.27272727272727,1.8181818181818181,4.545454545454546,35.90909090909091,1.3636363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,2,D2,3X3,Ambient,Intact,0,2.912621359223301,0.48543689320388345,0,20.87378640776699,1.9417475728155338,0.48543689320388345,33.980582524271846,2.4271844660194173,3.8834951456310676,27.669902912621357,0.48543689320388345,2.4271844660194173,0,4.368932038834951,0.48543689320388345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,2,D2,Open,Ambient,Intact,0,0.9478672985781991,10.90047393364929,0,11.374407582938389,1.8957345971563981,0.47393364928909953,29.85781990521327,2.843601895734597,3.7914691943127963,35.54502369668246,0.47393364928909953,0.9478672985781991,0,0,0.9478672985781991,0,0,0,0,0,0.9478672985781991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,3,D3,1X1,Enriched,Disturbed,0,0,7.511737089201878,0,7.042253521126761,0,0.4694835680751174,0,0,7.511737089201878,77.46478873239437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,3,D3,2X2,Enriched,Disturbed,0,0,20.673076923076923,0,0.4807692307692308,0,0,0,0,10.576923076923077,67.3076923076923,0,0,0,0,0.9615384615384616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,3,D3,3X3,Enriched,Disturbed,0,0,12.080536912751679,0,4.697986577181208,0.6711409395973155,0,0,0.6711409395973155,1.342281879194631,79.19463087248322,1.342281879194631,1.342281879194631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,3,D3,Open,Enriched,Disturbed,0,0,12.31527093596059,0,2.955665024630542,0,0,0,0.49261083743842365,4.926108374384237,77.83251231527095,0,0.49261083743842365,1.477832512315271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,4,D4,1X1,Enriched,Intact,0.4464285714285714,8.035714285714286,4.017857142857143,0,16.517857142857142,1.3392857142857142,1.3392857142857142,25,5.357142857142857,7.5892857142857135,28.125,0.8928571428571428,0.4464285714285714,0,0,0,0,0,0,0,1.3392857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,4,D4,2X2,Enriched,Intact,0,1.9047619047619049,4.761904761904762,0,13.333333333333334,1.9047619047619049,0.9523809523809524,33.80952380952381,1.4285714285714286,3.8095238095238098,38.095238095238095,0,3.3333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,4,D4,3X3,Enriched,Intact,0,1.3761467889908259,7.79816513761468,0,23.394495412844037,3.211009174311927,0.9174311926605505,16.972477064220186,1.834862385321101,3.669724770642202,37.15596330275229,2.293577981651376,0.45871559633027525,0,0,0.45871559633027525,0,0,0,0,0.45871559633027525,0,0.45871559633027525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,D,4,D4,Open,Enriched,Intact,0.47393364928909953,0.47393364928909953,3.7914691943127963,0.47393364928909953,17.535545023696685,0.47393364928909953,0.9478672985781991,24.644549763033176,1.8957345971563981,5.687203791469194,42.65402843601896,0,0.47393364928909953,0.47393364928909953,0,0,0,0,0,0,0.47393364928909953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,A1,1X1,Ambient,Intact,1.0362694300518136,8.808290155440414,0,0,15.544041450777202,2.5906735751295336,0,30.05181347150259,1.5544041450777202,0,34.715025906735754,1.0362694300518136,0,0,0,1.5544041450777202,0,0,0,0,0,0,0,2.5906735751295336,0.5181347150259068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,A1,2X2,Ambient,Intact,0,6.153846153846154,1.0256410256410255,1.0256410256410255,16.923076923076923,4.615384615384616,3.076923076923077,33.33333333333333,1.5384615384615385,0,25.128205128205128,0.5128205128205128,0,0,1.0256410256410255,1.5384615384615385,0,0,0,3.076923076923077,0.5128205128205128,0,0,0,0.5128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,1,A1,Open,Ambient,Intact,0,4.117647058823529,0.5882352941176471,0,11.176470588235295,2.3529411764705883,0,34.11764705882353,6.470588235294119,4.705882352941177,34.11764705882353,1.1764705882352942,0,0,0,0,0,0,0,1.1764705882352942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,A2,1X1,Enriched,Intact,0,2.564102564102564,2.051282051282051,0,11.282051282051283,3.5897435897435894,1.5384615384615385,33.84615384615385,3.5897435897435894,0,38.97435897435898,2.564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,A2,2X2,Enriched,Intact,0.5952380952380952,0,0,0,13.095238095238097,3.571428571428571,1.1904761904761905,43.452380952380956,3.571428571428571,0,30.357142857142854,1.1904761904761905,0,0,0,1.1904761904761905,0,0,0,0,0,0,0.5952380952380952,0,1.1904761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,A2,3X3,Enriched,Intact,0,5.445544554455446,2.9702970297029703,0,18.316831683168317,1.9801980198019802,0.9900990099009901,33.663366336633665,3.4653465346534658,1.4851485148514851,31.683168316831683,0,0.49504950495049505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,A,2,A2,Open,Enriched,Intact,0,2.9850746268656714,1.4925373134328357,0,16.417910447761194,3.482587064676617,2.9850746268656714,34.82587064676617,3.9800995024875623,0.4975124378109453,31.343283582089555,1.4925373134328357,0,0,0,0.4975124378109453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
