Block,Plot,Block_Plot,Herb_TRT,Nutrient_Trt,Disturbance_Trt,0,1,2,3,4,6,8,9,10,11,12,13,14,Change_Montip12
A,3,A3,3X3,Enriched,Disturbed,7.804878048780488,8.108108108108109,13.333333333333334,2.0100502512562812,2.4242424242424243,3.488372093023256,1.3157894736842104,4.66321243523316,4.430379746835443,5.590062111801243,5.031446540880504,6.511627906976744,2.843601895734597,-2.773431507899984
A,3,A3,Open,Enriched,Disturbed,2.8846153846153846,7.453416149068323,6.217616580310881,2.898550724637681,1.0204081632653061,1.0204081632653061,3.1578947368421053,2.3923444976076556,2.13903743315508,3.7433155080213902,4.838709677419355,3.7037037037037033,5.93607305936073,1.9540942928039704
A,4,A4,1X1,Ambient,Disturbed,0,0.546448087431694,0.5405405405405406,0.4784688995215311,0.9523809523809524,0.9950248756218906,2.73224043715847,2.6178010471204187,2.6737967914438503,4.571428571428571,4.25531914893617,5.529953917050691,4.739336492890995,4.25531914893617
A,4,A4,2X2,Ambient,Disturbed,8.653846153846153,7.344632768361582,14.14141414141414,5.213270142180095,5.583756345177665,3.5175879396984926,5.0691244239631335,4.5662100456621,3.608247422680412,4.761904761904762,5.238095238095238,2.336448598130841,4.97737556561086,-3.415750915750915
A,4,A4,3X3,Ambient,Disturbed,18.13953488372093,14.0625,16.666666666666664,13.77245508982036,12.76595744680851,12.037037037037036,9.547738693467336,10.44776119402985,9.090909090909092,5.583756345177665,5.555555555555555,2.380952380952381,1.3636363636363635,-12.583979328165375
A,4,A4,Open,Ambient,Disturbed,0.5649717514124294,0,0.9950248756218906,0.966183574879227,0.5,0.641025641025641,0.5,0.6172839506172839,0.5208333333333333,0,1.5789473684210527,0,0.9259259259259258,1.0139756170086232
B,1,B1,1X1,Enriched,Disturbed,17.326732673267326,11,27.173913043478258,16.267942583732058,14.754098360655737,30.05181347150259,41,48.24120603015075,52.04081632653062,55.0561797752809,55.38461538461539,44.70046082949309,40.99099099099099,38.05788271134806
B,1,B1,2X2,Enriched,Disturbed,3.65296803652968,0,8.955223880597014,5.612244897959184,9.278350515463918,11.330049261083744,10.65989847715736,11.881188118811881,8.854166666666668,13.020833333333334,12.690355329949238,13.302752293577983,17.431192660550458,9.037387293419558
B,1,B1,3X3,Enriched,Disturbed,11.538461538461538,13.636363636363635,17.989417989417987,10.476190476190476,11.41304347826087,13.861386138613863,16.83673469387755,19.072164948453608,19.696969696969695,18.88888888888889,21.82741116751269,18.181818181818183,17.194570135746606,10.288949629051151
B,1,B1,Open,Enriched,Disturbed,18.13953488372093,14.361702127659576,16.042780748663102,8.25242718446602,7.567567567567568,9.836065573770492,6.58682634730539,3.3333333333333335,6.432748538011696,4.678362573099415,5.445544554455446,4.587155963302752,5,-12.693990329265485
B,2,B2,1X1,Ambient,Disturbed,2.7522935779816518,3.1746031746031744,6.382978723404255,3.2710280373831773,2.3923444976076556,4.285714285714286,8.61244019138756,12.077294685990339,12.62135922330097,14.0625,12,11.926605504587156,12.962962962962962,9.247706422018348
B,2,B2,2X2,Ambient,Disturbed,2.5380710659898478,4.639175257731959,7.575757575757576,3.1818181818181817,9.090909090909092,7.5829383886255926,10.679611650485436,12.385321100917432,10.21505376344086,12,13.297872340425531,13.488372093023257,12.264150943396226,10.759801274435684
B,2,B2,3X3,Ambient,Disturbed,17,16.425120772946862,22.790697674418606,9.95475113122172,7.834101382488479,12.10762331838565,13.18181818181818,14.814814814814813,17.889908256880734,18.090452261306535,16.748768472906402,13.963963963963963,16.88888888888889,-0.25123152709359786
B,2,B2,Open,Ambient,Disturbed,2.13903743315508,0.6060606060606061,2.6595744680851063,0.9478672985781991,2.1621621621621623,0.5208333333333333,1.0309278350515463,1.4084507042253522,1.0416666666666665,1.951219512195122,1.0416666666666665,0.9259259259259258,2.3696682464454977,-1.0973707664884134
B,3,B3,1X1,Enriched,Intact,13.930348258706468,14.893617021276595,22.727272727272727,13.903743315508022,13.089005235602095,11.428571428571429,11.475409836065573,7.262569832402235,9.424083769633508,8.333333333333332,3.2085561497326207,3.619909502262444,3.6036036036036037,-10.721792108973847
B,3,B3,2X2,Enriched,Intact,21.904761904761905,0,22.75449101796407,11.940298507462686,12.568306010928962,13.106796116504855,9.137055837563452,11.44578313253012,8.241758241758241,5.263157894736842,3.763440860215054,2.857142857142857,0.9259259259259258,-18.14132104454685
B,3,B3,3X3,Enriched,Intact,17.733990147783253,17.20430107526882,18.274111675126903,7.960199004975125,6.629834254143646,10.824742268041238,7.6923076923076925,7.643312101910828,8.98876404494382,6.349206349206349,4.761904761904762,1.7937219730941705,3.3175355450236967,-12.97208538587849
B,3,B3,Open,Enriched,Intact,17.098445595854923,15.254237288135593,16.477272727272727,4.477611940298507,4.3478260869565215,3.763440860215054,1.6853932584269662,0.5882352941176471,1.183431952662722,0,0.6211180124223602,0.9708737864077669,1.5544041450777202,-16.47732758343256
B,4,B4,1X1,Ambient,Intact,15.343915343915343,0,21.296296296296298,8.737864077669903,7.216494845360824,6.565656565656567,7.035175879396985,5.9880239520958085,6.598984771573605,3.296703296703297,2.512562814070352,1.3333333333333335,1.4018691588785046,-12.831352529844992
B,4,B4,2X2,Ambient,Intact,11.330049261083744,0,0,10.185185185185185,8.64864864864865,6.6350710900473935,6.6350710900473935,2.857142857142857,3.864734299516908,1.0204081632653061,0,0.45871559633027525,0.4629629629629629,-11.330049261083744
B,4,B4,3X3,Ambient,Intact,17.733990147783253,0,21.02803738317757,5.188679245283019,1.9900497512437811,3.7735849056603774,2,1.910828025477707,0.9852216748768473,1.0416666666666665,0,0,0,-17.733990147783253
B,4,B4,Open,Ambient,Intact,20.28301886792453,0,15.18324607329843,10.091743119266056,6.2857142857142865,7.446808510638298,3.7735849056603774,4.166666666666666,2.0202020202020203,1.5384615384615385,2.0100502512562812,0.4608294930875576,0.47393364928909953,-18.272968616668248
C,1,C1,1X1,Ambient,Intact,19.248826291079812,0,22.815533980582526,5.238095238095238,4.081632653061225,5.116279069767442,4.739336492890995,3.1645569620253164,3.3980582524271843,2.604166666666667,3.4482758620689653,2.803738317757009,3.619909502262444,-15.800550429010848
C,1,C1,2X2,Ambient,Intact,6.220095693779904,0,7.476635514018691,5.714285714285714,2.030456852791878,3.7735849056603774,3.755868544600939,4.819277108433735,4.615384615384616,3.7735849056603774,3.7209302325581395,2.7027027027027026,4.072398190045249,-2.499165461221765
C,1,C1,3X3,Ambient,Intact,14.215686274509803,0,13.402061855670103,7.142857142857142,3.608247422680412,4.145077720207254,5.0761421319796955,4.294478527607362,4.761904761904762,3.825136612021858,1.0810810810810811,0.4716981132075472,0.4807692307692308,-13.134605193428722
C,1,C1,Open,Ambient,Intact,17.307692307692307,17.48633879781421,14.572864321608039,12.206572769953052,0,2.8169014084507045,0.9852216748768473,1.0309278350515463,0.5376344086021506,0.5102040816326531,0,0.9569377990430622,0.47393364928909953,-17.307692307692307
C,2,C2,1X1,Ambient,Disturbed,1.834862385321101,6.395348837209303,6.60377358490566,3.255813953488372,2.525252525252525,5.263157894736842,3.864734299516908,6.161137440758294,12,14.136125654450263,11.165048543689322,15.023474178403756,13.425925925925927,9.330186158368221
C,2,C2,2X2,Ambient,Disturbed,7.207207207207207,5.365853658536586,10.344827586206897,6.422018348623854,6.018518518518518,9.813084112149532,10.7981220657277,10.599078341013826,15.048543689320388,15.865384615384615,16.33663366336634,16.43835616438356,14.414414414414415,9.12942645615913
C,2,C2,3X3,Ambient,Disturbed,1.4018691588785046,1.0204081632653061,6.6350710900473935,3.349282296650718,1.6853932584269662,4.30622009569378,6.280193236714976,7.441860465116279,6.5,6.451612903225806,6.0109289617486334,3.167420814479638,6.467661691542288,4.609059802870129
C,2,C2,Open,Ambient,Disturbed,12.560386473429952,0,9,1.4084507042253522,0.5025125628140703,1.8779342723004695,1.951219512195122,2.3923444976076556,2.6455026455026456,4.0201005025125625,2.564102564102564,3.167420814479638,2.73972602739726,-9.996283909327389
C,3,C3,1X1,Enriched,Intact,21.052631578947366,14.507772020725387,20.994475138121548,8.955223880597014,17.901234567901234,11.702127659574469,9.595959595959595,7.228915662650602,6.7357512953367875,6.842105263157896,5.1020408163265305,5.188679245283019,4.245283018867925,-15.950590762620836
C,3,C3,2X2,Enriched,Intact,17.61904761904762,26.21951219512195,22.598870056497177,14.903846153846153,14.3646408839779,16.25615763546798,15.736040609137056,17.647058823529413,11.464968152866243,9.782608695652174,6.666666666666667,2.843601895734597,0,-10.952380952380953
C,3,C3,3X3,Enriched,Intact,21.100917431192663,17.5531914893617,21.11111111111111,6.030150753768844,3.6458333333333335,0.9852216748768473,1.0101010101010102,1.3157894736842104,1.0256410256410255,2.6455026455026456,2.7472527472527473,1.3761467889908259,2.28310502283105,-18.353664683939915
C,3,C3,Open,Enriched,Intact,19.25133689839572,15.18324607329843,16.425120772946862,5.314009661835748,7.051282051282051,4.040404040404041,2.5,4.191616766467066,3.061224489795918,2.185792349726776,2.5380710659898478,0,0.9569377990430622,-16.713265832405874
C,4,C4,1X1,Enriched,Disturbed,1.5544041450777202,7.0588235294117645,10.285714285714285,2.4390243902439024,0,12.56544502617801,21.93877551020408,24.285714285714285,29.78723404255319,32.608695652173914,30.113636363636363,5.5813953488372094,27.96208530805687,28.559232218558645
C,4,C4,2X2,Enriched,Disturbed,3.4482758620689653,8.064516129032258,14.07035175879397,8.61244019138756,9.740259740259742,9.35960591133005,7.179487179487179,6.341463414634147,6.951871657754011,5.084745762711865,4.444444444444445,5.5813953488372094,1.8691588785046727,0.9961685823754793
C,4,C4,3X3,Enriched,Disturbed,1.9138755980861244,2.7472527472527473,8.465608465608465,3.8095238095238098,6.918238993710692,11.707317073170733,12.376237623762377,11.682242990654206,10.204081632653061,15.300546448087433,13.297872340425531,0.9216589861751152,10.95890410958904,11.383996742339408
C,4,C4,Open,Enriched,Disturbed,0.5025125628140703,3.1055900621118013,6.593406593406594,0.4761904761904762,2.072538860103627,2.127659574468085,2.8089887640449436,4.433497536945813,5.056179775280898,6.770833333333333,4.242424242424243,0.46511627906976744,5.660377358490567,3.739911679610173
D,1,D1,1X1,Ambient,Disturbed,7.79816513761468,13.157894736842104,15.07537688442211,4.368932038834951,5.164319248826291,11.848341232227488,14.975845410628018,17.050691244239633,21.5,27.027027027027028,26.881720430107524,30.04484304932735,26.635514018691588,19.083555292492846
D,1,D1,2X2,Ambient,Disturbed,1.9607843137254901,3.389830508474576,3.4653465346534658,1.092896174863388,0,1.2422360248447204,1.0526315789473684,2.604166666666667,1.1764705882352942,2.4096385542168677,2.2988505747126435,2.4390243902439024,2.857142857142857,0.3380662609871534
D,1,D1,3X3,Ambient,Disturbed,10.344827586206897,12.631578947368421,12.435233160621761,4.368932038834951,4.368932038834951,2.4390243902439024,2.4390243902439024,3.4482758620689653,2.6737967914438503,1.7751479289940828,2.9069767441860463,1.4634146341463417,1.4084507042253522,-7.4378508420208505
D,1,D1,Open,Ambient,Disturbed,8.292682926829269,10.695187165775401,9.7435897435897445,2.7649769585253456,1.932367149758454,2.857142857142857,2.0202020202020203,1.8779342723004695,1.530612244897959,1.0050251256281406,2.631578947368421,1.3761467889908259,1.8867924528301887,-5.661103979460847
D,2,D2,1X1,Ambient,Intact,13.574660633484163,0,0,1.345291479820628,0,1.4285714285714286,1.5,1.1560693641618496,0.9950248756218906,1.5873015873015872,2.898550724637681,4.147465437788019,0.45871559633027525,-10.676109908846481
D,2,D2,2X2,Ambient,Intact,15.454545454545453,15.384615384615385,0,6.787330316742081,4.2105263157894735,5.990783410138248,5.829596412556054,6.25,5.7894736842105265,5.208333333333334,5.625,4.147465437788019,5.164319248826291,-9.829545454545453
D,2,D2,3X3,Ambient,Intact,20.87378640776699,0,0,4.30622009569378,2.1621621621621623,0,1.0309278350515463,1.2738853503184715,1.098901098901099,1.0526315789473684,1.1173184357541899,0.9950248756218906,0.5,-19.7564679720128
D,2,D2,Open,Ambient,Intact,11.374407582938389,7.729468599033816,14.009661835748794,8.411214953271028,6.9306930693069315,5.0228310502283104,3.4653465346534658,4.093567251461988,2.9268292682926833,1.1560693641618496,2.272727272727273,1.3824884792626728,0,-9.101680310211115
D,3,D3,1X1,Enriched,Disturbed,7.042253521126761,11.917098445595855,15.300546448087433,5.741626794258373,6.6350710900473935,14.054054054054054,15,17.703349282296653,20.555555555555554,21.105527638190953,17.857142857142858,18.98148148148148,17.727272727272727,10.814889336016098
D,3,D3,2X2,Enriched,Disturbed,0.4807692307692308,1.2121212121212122,0,2.9702970297029703,2.631578947368421,5.527638190954774,8.51063829787234,10.76923076923077,6.329113924050633,10.650887573964498,8.720930232558139,9.75609756097561,10.628019323671497,8.240161001788909
D,3,D3,3X3,Enriched,Disturbed,4.697986577181208,10,0,6.796116504854369,5.319148936170213,7.960199004975125,6.220095693779904,6.896551724137931,7.035175879396985,4.522613065326634,7.142857142857142,0.9174311926605505,0.9389671361502347,2.4448705656759344
D,3,D3,Open,Enriched,Disturbed,2.955665024630542,11.458333333333332,14.285714285714285,5.88235294117647,5.357142857142857,6.914893617021277,3.7037037037037033,6.185567010309279,4.819277108433735,5.847953216374268,4.371584699453552,2.898550724637681,2,1.4159196748230105
D,4,D4,1X1,Enriched,Intact,16.517857142857142,0,0,13.793103448275861,16.243654822335024,15.384615384615385,17.560975609756095,18.471337579617835,21.21212121212121,19.339622641509436,21.256038647342994,21.973094170403588,18.181818181818183,4.738181504485851
D,4,D4,2X2,Enriched,Intact,13.333333333333334,11.616161616161616,0,8.25242718446602,4.624277456647398,7.526881720430108,8.900523560209423,11.64021164021164,10.674157303370785,12.571428571428573,11.052631578947368,11.574074074074074,9.090909090909092,-2.280701754385966
D,4,D4,3X3,Enriched,Intact,23.394495412844037,34.31372549019608,0,9.523809523809524,8.018867924528301,3.349282296650718,4.672897196261682,4.878048780487805,3.482587064676617,1.9047619047619049,2.0100502512562812,1.3824884792626728,0.9615384615384616,-21.384445161587756
D,4,D4,Open,Enriched,Intact,17.535545023696685,23.93617021276596,0,5.9405940594059405,6.280193236714976,4.433497536945813,6.185567010309279,4.41988950276243,3.482587064676617,4.301075268817205,3.4682080924855487,5.213270142180095,1.5151515151515151,-14.067336931211136
